,name,Country Code,rating,category,Currency,original_price,offer_price,discount_percentage,sales,quantity_available,state,reviews,scrape_link,date_scraped,Marca,Línea,Modelo,Modelo alfanumérico,Color,Es smart,Es 3D,Es curvo,Es portátil,Sistema operativo,Tipo de pantalla,Tamaño de la pantalla,Tipo de resolución,Con HDR,Relación de contraste,Tiempo de respuesta,Con USB,Con HDMI,Con Wi-Fi,Con Bluetooth,Voltaje,Frecuencia,Con apagado automático,Con cables ocultos,Con sistema de montaje VESA incorporado,Ancho x Profundidad x Altura,Peso,Ancho con soporte,Profundidad con soporte,Altura con soporte,Peso con soporte,Accesorios incluidos,Con función screen share,Apps integradas,Resolución máxima,Relación de aspecto,Cantidad de puertos HDMI,Cantidad de puertos USB,Con ethernet,Con entrada S/PDIF,Con entrada de antena RF,Cantidad de parlantes,Potencia máxima de los parlantes,Modos de sonido,Brillo,Frecuencia de actualización de la pantalla,Con entrada por video componentes,Con entrada por video compuesto,Con comando de voz integrado,Asistentes virtuales integrados,Con VGA,Capacidad de almacenamiento,Es inflamable,Es kit,Ángulo de visión horizontal,Ángulo de visión vertical,Cantidad de núcleos del procesador,Países con control mágico incluido,Organismo de certificación (OCP),Número de certificado de seguridad eléctrica,Duración del producto,Profundidad,Ancho x Profundidad,Ancho x Altura,Con impacto positivo,Ancho
386,Smart Tv 50 Philips 4k Ultra Hd Android,BR,None,Televisores,$,,131999,,5,1,None,,https://articulo.mercadolibre.com.ar/MLA-1146863994-smart-tv-50-philips-4k-ultra-hd-android-_JM#position=34&search_layout=stack&type=item&tracking_id=8fe8c9de-12dc-46fa-8fad-9a9592d003c4,16/03/2023 05:37:28,Philips,7000 Series,50PUD7406/77,50PUD7406/77,,Sí,,,,Android 10,LED,"50 """,4K,Sí,,,Sí,Sí,Sí,Sí,110V/240V,50 Hz x 60 Hz,Sí,,Sí,1113 mm x 87.2 mm x 647.3 mm,11.3 kg,1113 mm,248 mm,678 mm,11.5 kg,"Control remoto,Baterías,Cable de alimentación,Guía de instalación,Manual,Manual electrónico,Soporte para la mesa",,"Prime Video,Disney+,YouTube,Netflix",3840 px - 2160 px,16:9,4,2,Sí,Sí,Sí,2,20 W,"Dolby Atmos,AI Sound",,,,,Sí,Google Assistant,,8 GB,,,,,4,,,,,,,,,
387,Smart Tv Hyundai 58 4k Uhd Google Android Tv Hyled-58uhd7a,BR,None,Televisores,$,,138999,21,1,1,None,,https://articulo.mercadolibre.com.ar/MLA-1246205751-smart-tv-hyundai-58-4k-uhd-google-android-tv-hyled-58uhd7a-_JM#position=35&search_layout=stack&type=item&tracking_id=8fe8c9de-12dc-46fa-8fad-9a9592d,16/03/2023 05:37:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,Smart Tv Hisense 43a42h Led Full Hd 43  220v,BR,None,Televisores,$,,73999,,5,1,None,,https://articulo.mercadolibre.com.ar/MLA-1313217542-smart-tv-hisense-43a42h-led-full-hd-43-220v-_JM#position=36&search_layout=stack&type=item&tracking_id=8fe8c9de-12dc-46fa-8fad-9a9592d003c4,16/03/2023 05:37:32,Hisense,HISENSE,43A42H,43A42H,,Sí,,No,,Vidaa,LED,"43 """,Full HD,,,,Sí,Sí,Sí,Sí,220V,,,,,,,955 mm,182 mm,606 mm,,,,"Claro Video,Deezer,Disney+,Facebook Video,Flow,Netflix,Pluto TV,Prime Video,Red Bull TV,YouTube",,16:9,,,,,,,,"DTS Virtual:X,Dolby Digital Plus",,,,,,,,,,,,,,,,,,,,955 mm x 558 mm,,
389,Smart Tv Led 43 LG 43lm6350psb Full Hd Hdmi Usb Tio Musa,BR,None,Televisores,$,,100899,,100,1,None,,https://articulo.mercadolibre.com.ar/MLA-875237003-smart-tv-led-43-lg-43lm6350psb-full-hd-hdmi-usb-tio-musa-_JM#position=37&search_layout=stack&type=item&tracking_id=8fe8c9de-12dc-46fa-8fad-9a9592d003,16/03/2023 05:37:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,Smart Tv Philips 6900 Series 43pfd6917/77 Led Full Hd 43  ,BR,None,Televisores,$,,99999,,1,1,None,,https://articulo.mercadolibre.com.ar/MLA-1203039085-smart-tv-philips-6900-series-43pfd691777-led-full-hd-43-_JM#position=38&search_layout=stack&type=item&tracking_id=8fe8c9de-12dc-46fa-8fad-9a9592d003,16/03/2023 05:37:35,Philips,6900 Series,43PFD6917,43PFD6917/77,,Sí,,No,,Android 10,LED,"43 """,Full HD,Sí,,,Sí,Sí,Sí,Sí,110V/240V,50 Hz x 60 Hz,Sí,,Sí,958 mm x 82 mm x 568 mm,7.2 kg,958 mm,227 mm,587 mm,7.13 kg,"Baterías,Cable de alimentación,Soporte para la mesa,Control remoto,Guía de instalación",,"YouTube,Prime Video,Disney+,Google Play Movies & TV,Google Play Music,Netflix,Google Play Store",1920 px - 1080 px,16:9,3,2,Sí,Sí,Sí,2,16 W,"Dolby Atmos,Surround",,,,,Sí,Google Assistant,,8 GB,,,,,,,,,,,,,,
391,Smart Tv Philco 50 Led Pld50hs22 4k,BR,None,Televisores,$,,99999,,50,1,None,,https://articulo.mercadolibre.com.ar/MLA-1134539762-smart-tv-philco-50-led-pld50hs22-4k-_JM#position=39&search_layout=stack&type=item&tracking_id=8fe8c9de-12dc-46fa-8fad-9a9592d003c4,16/03/2023 05:37:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,Smart Tv Noblex Dk75x9500 Qled 4k 75 Black Series,BR,None,Televisores,$,444999,416999,6,1,1,None,,https://articulo.mercadolibre.com.ar/MLA-921832370-smart-tv-noblex-dk75x9500-qled-4k-75-black-series-_JM#position=40&search_layout=stack&type=item&tracking_id=8fe8c9de-12dc-46fa-8fad-9a9592d003c4,16/03/2023 05:37:40,Noblex,Black Series,DK75X9500PI,91DK75X9500PI,Negro,Sí,No,No,No,Linux,LED,"75 """,4K,No,5000:1,8 ms,Sí,Sí,Sí,Sí,220V,60 Hz,,,,,31.3 kg,1676 mm,367 mm,1056 mm,,,,"Netflix,YouTube,Web browser",3840 px - 2160 px,16:9,3,2,Sí,,,2,20 W,Standard,450 cd/m²,60 Hz,,,,,No,,,,,,,,,,,,167.6 cm x 8.4 cm,,,
393,Smart Tv Philips 7000 Series 50pud7406/77 Led 4k 50 Pulgadas,BR,None,Televisores,$,,108309,,1,1,None,,https://articulo.mercadolibre.com.ar/MLA-1281067895-smart-tv-philips-7000-series-50pud740677-led-4k-50-pulgadas-_JM#position=41&search_layout=stack&type=item&tracking_id=8fe8c9de-12dc-46fa-8fad-9a9592,16/03/2023 05:37:41,Philips,7000 Series,50PUD7406,50PUD7406/77,,Sí,,,,Android 10,LED,"50 """,4K,Sí,,,Sí,Sí,Sí,Sí,110V/240V,50 Hz x 60 Hz,Sí,,Sí,1113 mm x 87.2 mm x 647.3 mm,11.3 kg,1113 mm,248 mm,678 mm,11.5 kg,"Baterías,Cable de alimentación,Control remoto,Guía de instalación,Manual,Manual electrónico,Soporte para la mesa",,"Disney+,Netflix,Prime Video,YouTube",3840 px - 2160 px,16:9,4,2,Sí,Sí,Sí,2,20 W,"AI Sound,Dolby Atmos",,,,,Sí,Google Assistant,,8 GB,,,,,4,,,,,,,,,
394,Smart Tv Bgh B5022uk6 50  Ultra Hd 4k,BR,None,Televisores,$,,104110,,5,1,None,,https://articulo.mercadolibre.com.ar/MLA-1150565349-smart-tv-bgh-b5022uk6-50-ultra-hd-4k-_JM#position=42&search_layout=stack&type=item&tracking_id=8fe8c9de-12dc-46fa-8fad-9a9592d003c4,16/03/2023 05:37:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,Smart Tv Noblex 32 Led Dk32x5050 Hd,BR,None,Televisores,$,,47699,,5,1,None,,https://articulo.mercadolibre.com.ar/MLA-1146345934-smart-tv-noblex-32-led-dk32x5050-hd-_JM#position=43&search_layout=stack&type=item&tracking_id=8fe8c9de-12dc-46fa-8fad-9a9592d003c4,16/03/2023 05:37:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,Smart Tv Bgh Led Full Hd 43 Con Android Tv Pne040262,BR,None,Televisores,$,,86999,,1,1,None,,https://articulo.mercadolibre.com.ar/MLA-1338603209-smart-tv-bgh-led-full-hd-43-con-android-tv-pne040262-_JM#position=44&search_layout=stack&type=item&tracking_id=8fe8c9de-12dc-46fa-8fad-9a9592d003c4,16/03/2023 05:37:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Smart Tv Led 32  Tcl L32s65a-f Hd Android,BR,5.0,Televisores,$,,54048,,1,1,None,1,https://articulo.mercadolibre.com.ar/MLA-1242329550-smart-tv-led-32-tcl-l32s65a-f-hd-android-_JM#position=45&search_layout=stack&type=item&tracking_id=8fe8c9de-12dc-46fa-8fad-9a9592d003c4,16/03/2023 05:37:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,Smart Tv 65 Tcl Led 4k L65p725 Uhd Google Tv,BR,4.5,Televisores,$,,234999,15,100,1,None,25,https://www.mercadolibre.com.ar/smart-tv-65-tcl-led-4k-l65p725-uhd-google-tv/p/MLA19606370?pdp_filters=category:MLA1002#searchVariation=MLA19606370&position=13&search_layout=stack&type=product&trackin,16/03/2023 05:37:49,TCL,P725 Google Tv,L65P725,,Negro,Sí,,No,,Google TV,LED,"65 """,4K,Sí,5000:1,6.5 ms,Sí,Sí,Sí,Sí,240V,,Sí,No,,123.4 cm x 8.6 cm x 85.8 cm,9.3 kg,123.4 cm,26.5 cm,74.4 cm,11.2 kg,,Sí,"Disney plus, HBO Max, Netflix, Prime Video, Star +, YouTube",3840 px - 2160 px,16:9,3,2,Sí,Sí,Sí,2,9.6 W,Dolby Digital,270 cd/m²,60 Hz,Sí,Sí,Sí,Google Assistant,No,,,,178°,178°,4,,,,,,,,,
399,Tv Led LG 28  28tl525s Tv/monitor Smart Hd,BR,None,Televisores,$,,57999,,5,1,None,,https://articulo.mercadolibre.com.ar/MLA-1170930748-tv-led-lg-28-28tl525s-tvmonitor-smart-hd-_JM#position=46&search_layout=stack&type=item&tracking_id=8fe8c9de-12dc-46fa-8fad-9a9592d003c4,16/03/2023 05:37:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,Smart Tv Tcl 50 Pulgadas Android L50p725-f Uhd 4k,BR,None,Televisores,$,,118798,,1,1,None,,https://articulo.mercadolibre.com.ar/MLA-1151329280-smart-tv-tcl-50-pulgadas-android-l50p725-f-uhd-4k-_JM#position=47&search_layout=stack&type=item&tracking_id=8fe8c9de-12dc-46fa-8fad-9a9592d003c4,16/03/2023 05:37:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,Smart Tv 65  4k Hdr Tcl L65p735-f,BR,None,Televisores,$,249999,179999,28,1,1,None,,https://articulo.mercadolibre.com.ar/MLA-1314582729-smart-tv-65-4k-hdr-tcl-l65p735-f-_JM#position=48&search_layout=stack&type=item&tracking_id=8fe8c9de-12dc-46fa-8fad-9a9592d003c4,16/03/2023 05:37:56,TCL,P735,L65P735-F,,Negro,Sí,No,,,Google TV,LED,"65 """,4K UHD,Sí,,,Sí,Sí,Sí,,220V,60 HZ,Sí,,,,20 kg,,,,20 kg,Control remoto,Sí,"Disney plus,HBO Max,Netflix,Play store,Prime Video,Spotify",2840 px - 2160 px,16:9,3,1,,,Sí,2,,,,,,,Sí,Google Assistant,,,,,,,,,,,,,144.6 cm x 8.1 cm,,,
402,"Smart TV Hitachi CDH-LE554KSMART20 LED 4K 55"" 100V/240V",BR,4.6,Televisores,$,,155237,,1000,1,None,129,https://www.mercadolibre.com.ar/smart-tv-hitachi-cdh-le554ksmart20-led-4k-55-100v240v/p/MLA15592777?pdp_filters=category:MLA1002#searchVariation=MLA15592777&position=14&search_layout=stack&type=produc,16/03/2023 05:37:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,Smart Tv Philips 6900 Series 43pfd6917/77 Led Full Hd 43  ,BR,None,Televisores,$,,98999,,1,1,None,,https://articulo.mercadolibre.com.ar/MLA-1353196148-smart-tv-philips-6900-series-43pfd691777-led-full-hd-43-_JM#position=49&search_layout=stack&type=item&tracking_id=8fe8c9de-12dc-46fa-8fad-9a9592d003,16/03/2023 05:38:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,Tv Telefunken 43  Smart Fhd Tk4322fks,BR,5.0,Televisores,$,,72999,,5,1,None,1,https://articulo.mercadolibre.com.ar/MLA-1150071556-tv-telefunken-43-smart-fhd-tk4322fks-_JM#position=50&search_layout=stack&type=item&tracking_id=8fe8c9de-12dc-46fa-8fad-9a9592d003c4,16/03/2023 05:38:02,Telefunken,TK4322FKS,TK4322FK5,TK4322FKS,,Sí,No,No,No,,LED,"43 """,Full HD,No,,,Sí,Sí,Sí,,220V,,,,,97.2 cm x 8.2 cm x 56.7 cm,,97.2 cm,,,,Control remoto,,"Netflix,YouTube,Disney+",1920 px - 1080 px,16:9,3,2,Sí,,,,,,,,,,,,No,,,,,,,,,,,,,,,
405,Smart Tv Philips 65'' Ultrahd 4k 65pud7906 Android Ambilight,BR,None,Televisores,$,,206999,,5,1,None,,https://articulo.mercadolibre.com.ar/MLA-1110293182-smart-tv-philips-65-ultrahd-4k-65pud7906-android-ambilight-_JM#position=51&search_layout=stack&type=item&tracking_id=8fe8c9de-12dc-46fa-8fad-9a9592d,16/03/2023 05:38:04,Philips,,65PUD7906,65PUD7906/77,Negro,Sí,No,No,No,Android TV,LED,"65 """,4K,Sí,,,Sí,Sí,Sí,Sí,110V/240V,50 Hz x 60 Hz,Sí,,Sí,1450.5 mm x 85.1 mm x 833.5 mm,21.3 kg,,,,,"Control remoto,Baterías,Cable de alimentación,Guía de instalación,Manual,Soporte para la mesa,Manual electrónico",,"Prime Video,Disney+,Netflix,YouTube,Google Play Store",3840 px - 2160 px,16:9,4,2,Sí,,,2,20 W,Dolby Atmos,,,,,Sí,Google Assistant,,8 GB,,,,,4,,,,,,,,,
406,None,BR,None,Televisores,None,,,,,1,None,,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=%2BlT%2FBtWEnnhtH3QmcEfS3YYpplIfPrYLj9GeraEqSYm%2FlfR1jAw3utCB6Tw6QmGv6RT5AmKRULafXDqv1ZtxKshFzaKBoRizDD2UfZk4nH1JCnBPVMudcGHQL7al,16/03/2023 05:38:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,Smart Tv 43 Philips Full Hd Android,BR,None,Televisores,$,115999,97599,15,1,1,None,,https://articulo.mercadolibre.com.ar/MLA-1150055554-smart-tv-43-philips-full-hd-android-_JM#position=14&search_layout=stack&type=item&tracking_id=a5b5f355-5956-4d5a-b89c-f4ec969e29e7,16/03/2023 05:38:10,Philips,6900 Series,43PFD6917/77,43PFD6917/77,,Sí,,No,,Android 10,LED,"43 """,Full HD,Sí,,,Sí,Sí,Sí,Sí,110V/240V,50 Hz x 60 Hz,Sí,,Sí,958 mm x 82 mm x 568 mm,7.2 kg,958 mm,227 mm,587 mm,7.13 kg,"Baterías,Cable de alimentación,Soporte para la mesa,Control remoto,Guía de instalación",,"YouTube,Prime Video,Disney+,Google Play Movies & TV,Google Play Music,Netflix,Google Play Store",1920 px - 1080 px,16:9,3,2,Sí,Sí,Sí,2,16 W,"Dolby Atmos,Surround",,,,,Sí,Google Assistant,,8 GB,,,,,,,,,,,,,,
408,Smart Tv Led 32  Hitachi Cdh-le32smart21-f Android Hd,BR,4.3,Televisores,$,,51999,,5,1,None,3,https://articulo.mercadolibre.com.ar/MLA-1162332619-smart-tv-led-32-hitachi-cdh-le32smart21-f-android-hd-_JM#position=15&search_layout=stack&type=item&tracking_id=a5b5f355-5956-4d5a-b89c-f4ec969e29e7,16/03/2023 05:38:13,Hitachi,Android,CDH-LE32SMART21,CDH-LE32SMART21-F,,Sí,No,No,No,Android TV,LED,"32 """,HD,No,,,Sí,Sí,Sí,Sí,,,,,,72.4 cm x 8.8 cm x 42.5 cm,3.8 kg,72.4 cm,18 cm,47.5 cm,3.8 kg,,,"Netflix,Spotify,YouTube,Disney+,Prime Video,HBO Max,Google Play Store",1366 px - 768 px,16:9,2,1,Sí,Sí,,2,10 W,"Dolby Audio,MTS,SAP,Stereo",220 cd/m²,,,Sí,Sí,,,8 GB,,,,,,,,,,,,,,
409,Smart Tv 4k 65 Pulgadas Rca And65p7uhd Bluetooth Android Csi,BR,None,Televisores,$,,239999,,1,1,None,,https://articulo.mercadolibre.com.ar/MLA-1156168800-smart-tv-4k-65-pulgadas-rca-and65p7uhd-bluetooth-android-csi-_JM#position=16&search_layout=stack&type=item&tracking_id=a5b5f355-5956-4d5a-b89c-f4ec9,16/03/2023 05:38:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,"Smart TV Philips 70PUD7906/77 LED 4K 70"" 110V/240V",BR,4.5,Televisores,$,339999,305999,10,100,1,None,18,https://www.mercadolibre.com.ar/smart-tv-philips-70pud790677-led-4k-70-110v240v/p/MLA18593561?pdp_filters=category:MLA1002#searchVariation=MLA18593561&position=2&search_layout=stack&type=product&track,16/03/2023 05:38:18,Philips,,70PUD7906,70PUD7906/77,,Sí,,,,Android TV,LED,"70 """,4K,Sí,,,Sí,Sí,Sí,Sí,110V/240V,50 Hz x 60 Hz,Sí,,Sí,1572.4 mm x 85.1 mm x 876.3 mm,24.6 kg,,,,,"Control remoto, Baterías, Cable de alimentación, Guía de instalación, Manual, Soporte para la mesa, Manual electrónico",,"Prime Video, Disney+, Netflix, YouTube, Google Play Store",3840 px - 2160 px,16:9,4,2,Sí,,,2,20 W,Dolby Atmos,,,,,Sí,Google Assistant,,8 GB,,,,,4,,,,,,,,,
411,Smart Tv Samsung Series 5 Un43t5300agczb Led Full Hd 43,BR,4.6,Televisores,$,,127999,,25,1,None,5,https://articulo.mercadolibre.com.ar/MLA-911459831-smart-tv-samsung-series-5-un43t5300agczb-led-full-hd-43-_JM#position=17&search_layout=stack&type=item&tracking_id=a5b5f355-5956-4d5a-b89c-f4ec969e29e,16/03/2023 05:38:19,Samsung,Series 5,UN43T5300A,UN43T5300AGCZB,,Sí,,,,Tizen,LED,"43 """,Full HD,Sí,,,Sí,Sí,Sí,,220V - 240V,50 Hz x 60 Hz,Sí,,Sí,979.9 mm x 77.3 mm x 571.9 mm,8 kg,979.9 mm,170.3 mm,596.6 mm,8.2 kg,"Baterías,Cable de alimentación,Control remoto",Sí,"Web browser,Netflix,YouTube,Prime Video,Apple TV,Hulu,Vudu,Disney+,ESPN,Samsung TV Plus,Samsung Health",1920 px - 1080 px,16:9,2,1,Sí,Sí,Sí,2,20 W,Dolby Digital Plus,,50 Hz,Sí,Sí,Sí,,,,,,,,,,,,,,,,,
412,Smart Tv Samsung Series 4 Un32t4300agczb Led Hd 32 ,BR,None,Televisores,$,,61999,,1,1,None,,https://articulo.mercadolibre.com.ar/MLA-1320679560-smart-tv-samsung-series-4-un32t4300agczb-led-hd-32-_JM#position=18&search_layout=stack&type=item&tracking_id=a5b5f355-5956-4d5a-b89c-f4ec969e29e7,16/03/2023 05:38:20,Samsung,Series 4,UN32T4300AG,UN32T4300AGCZB,,Sí,No,No,,Tizen,LED,"32 """,HD,Sí,,,Sí,Sí,Sí,,220V - 240V,50 Hz x 60 Hz,Sí,,Sí,737.4 mm x 74.1 mm x 438 mm,4 kg,737.4 mm,150.5 mm,465.4 mm,4.1 kg,"Cable de alimentación,Control remoto TM1240A,Manual,Manual electrónico",Sí,"Apple TV,Disney+,ESPN,Gallery,Google Play Movies & TV,Hulu,Netflix,Prime Video,Samsung Health,Samsung TV Plus,SmartThings,Vudu,Web browser,YouTube,YouTube TV",1366 px - 768 px,16:9,2,1,Sí,Sí,Sí,2,10 W,Dolby Digital Plus,,,Sí,Sí,,,,,,,,,,,,,,,,,,
413,"Smart TV LG AI ThinQ 70UP7750PSB LED 4K 70"" 100V/240V",BR,5.0,Televisores,$,349999,317999,9,100,1,None,9,https://www.mercadolibre.com.ar/smart-tv-lg-ai-thinq-70up7750psb-led-4k-70-100v240v/p/MLA18529633?pdp_filters=category:MLA1002#searchVariation=MLA18529633&position=3&search_layout=stack&type=product&t,16/03/2023 05:38:23,LG,AI ThinQ,70UP775,70UP7750PSB,,Sí,,,,webOS 6.0,LED,"70 """,4K,Sí,,,Sí,Sí,Sí,Sí,100V/240V,50 Hz x 60 Hz,,,Sí,1562 mm x 59.9 mm x 907 mm,28.4 kg,,,,,"Control remoto MR21, Tornillos, Manual, Cable de alimentación, Baterías, Base",Sí,"Web browser, LG Content Store, Music Player, YouTube, Netflix, HBO Go, Apple TV, Disney+, Movistar Play, Zapping TV, Spotify, LG Channels",3840 px - 2160 px,16:9,,2,Sí,,,2,20 W,"AI Acoustic Tuning, AI Sound, Ultra Surround, Clear Voice III, Sound Share, Sound Mode Sync, Sound Alive, Dolby Digital, LG Sound Sync, Clear Voice, AI Sound Pro",,60 Hz,,,Sí,"Alexa, Google Assistant, ThinQ AI",No,,,,,,4,"Brasil, Chile, Argentina, México, Colombia",,,,,,,,
414,Smart Tv 4k Led Noblex 75 Black Series Dk75x9500 - Rex,BR,None,Televisores,$,,334800,,1,1,None,,https://articulo.mercadolibre.com.ar/MLA-1292116897-smart-tv-4k-led-noblex-75-black-series-dk75x9500-rex-_JM#position=19&search_layout=stack&type=item&tracking_id=a5b5f355-5956-4d5a-b89c-f4ec969e29e7,16/03/2023 05:38:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,Smart Tv LG Ai Thinq 50up7750psb Lcd 4k 50  100v/240v,BR,4.4,Televisores,$,,124999,,50,1,None,9,https://articulo.mercadolibre.com.ar/MLA-1123546742-smart-tv-lg-ai-thinq-50up7750psb-lcd-4k-50-100v240v-_JM#position=20&search_layout=stack&type=item&tracking_id=a5b5f355-5956-4d5a-b89c-f4ec969e29e7,16/03/2023 05:38:28,LG,AI ThinQ,50UP7750,50UP7750PSB,,Sí,,,,webOS 6.0,LCD,"50 """,4K,Sí,,,Sí,Sí,Sí,Sí,100V/240V,50 Hz x 60 Hz,Sí,,Sí,1121 mm x 57.1 mm x 651 mm,11.7 kg,1121 mm,231 mm,713 mm,11.9 kg,"Base,Baterías,Cable de alimentación,Control remoto,Manual,Tornillos",Sí,"Apple TV,Disney+,HBO Go,LG Content Store,Movistar Play,Music Player,Netflix,Prime Video,Spotify,Web browser,YouTube,Zapping TV",3840 px - 2160 px,16:9,,2,Sí,Sí,Sí,2,20 W,"AI Acoustic Tuning,AI Sound,Al Sound Pro,Clear Voice,Ultra Surround",,60 Hz,,,Sí,"Alexa,Google Assistant,ThinQ AI",No,,,,,,4,"Brasil,Chile,Colombia,Uruguay",,,,,,,,
416,Smart Tv Bgh 32 B3222k5,BR,None,Televisores,$,50000,42500,15,1,1,None,,https://articulo.mercadolibre.com.ar/MLA-1288016535-smart-tv-bgh-32-b3222k5-_JM#position=21&search_layout=stack&type=item&tracking_id=a5b5f355-5956-4d5a-b89c-f4ec969e29e7,16/03/2023 05:38:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,"Smart TV Noblex DR50X7550 LED 4K 50"" 220V",BR,4.8,Televisores,$,113692,108007,5,100,1,None,73,https://www.mercadolibre.com.ar/smart-tv-noblex-dr50x7550-led-4k-50-220v/p/MLA19821352?pdp_filters=category:MLA1002#searchVariation=MLA19821352&position=4&search_layout=stack&type=product&tracking_id=,16/03/2023 05:38:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,"Smart TV TCL C635 Series 65C635 DLED 4K 65"" 100V/240V",BR,None,Televisores,$,,249999,,,1,None,,https://www.mercadolibre.com.ar/smart-tv-tcl-c635-series-65c635-dled-4k-65-100v240v/p/MLA19904792?pdp_filters=category:MLA1002#searchVariation=MLA19904792&position=5&search_layout=stack&type=product&t,16/03/2023 05:38:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,"Smart TV Samsung Series 7 QN85Q70AAGXZS QLED 4K 85"" 100V/240V",BR,5.0,Televisores,$,,944599,,5,1,None,1,https://www.mercadolibre.com.ar/smart-tv-samsung-series-7-qn85q70aagxzs-qled-4k-85-100v240v/p/MLA18597973?pdp_filters=category:MLA1002#searchVariation=MLA18597973&position=6&search_layout=stack&type=p,16/03/2023 05:38:37,Samsung,Series 7,QN85Q70AAG,QN85Q70AAGXZS,,Sí,,,,Tizen,QLED,"85 """,4K,Sí,,,Sí,Sí,Sí,Sí,100V/240V,50 Hz x 60 Hz,Sí,,Sí,1901.7 mm x 26.9 mm x 1086.5 mm,43.8 kg,,,,,"Smart control TM2180E, Manual, Manual electrónico, Cable de alimentación, Baterías",Sí,"SmartThings, Web browser, Gallery, Netflix, Prime Video",3840 px - 2160 px,16:9,4,2,Sí,,,2,20 W,"Dolby Digital Plus, OTS-Lite, Q-Symphony, SpaceFit Sound",,,,,Sí,Bixby,,,,,,,,,,,,,,,,
420,Smart Tv Tcl 50 Uhd 4k Google Tv,BR,5.0,Televisores,$,,130999,,1,1,None,1,https://articulo.mercadolibre.com.ar/MLA-1150055500-smart-tv-tcl-50-uhd-4k-google-tv-_JM#position=22&search_layout=stack&type=item&tracking_id=a5b5f355-5956-4d5a-b89c-f4ec969e29e7,16/03/2023 05:38:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,Smart Tv 32 Pulgada Philips Android Hd 32phd6917/77 ,BR,None,Televisores,$,,77121,,1,1,None,,https://articulo.mercadolibre.com.ar/MLA-1283586909-smart-tv-32-pulgada-philips-android-hd-32phd691777-_JM#position=23&search_layout=stack&type=item&tracking_id=a5b5f355-5956-4d5a-b89c-f4ec969e29e7,16/03/2023 05:38:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,Smart Tv 43 Rca C43and Android Led,BR,None,Televisores,$,,83657,,1,1,None,,https://articulo.mercadolibre.com.ar/MLA-1163876477-smart-tv-43-rca-c43and-android-led-_JM#position=24&search_layout=stack&type=item&tracking_id=a5b5f355-5956-4d5a-b89c-f4ec969e29e7,16/03/2023 05:38:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
