,name,Country Code,rating,category,Currency,original_price,offer_price,discount_percentage,sales,quantity_available,state,reviews,scrape_link,date_scraped,Marca,Línea,Modelo,Modelo alfanumérico,Color,Es smart,Es 3D,Es curvo,Es portátil,Sistema operativo,Tipo de pantalla,Tamaño de la pantalla,Tipo de resolución,Con HDR,Relación de contraste,Tiempo de respuesta,Con USB,Con HDMI,Con Wi-Fi,Con Bluetooth,Voltaje,Frecuencia,Con apagado automático,Con cables ocultos,Con sistema de montaje VESA incorporado,Ancho x Profundidad x Altura,Peso,Ancho con soporte,Profundidad con soporte,Altura con soporte,Peso con soporte,Accesorios incluidos,Con función screen share,Apps integradas,Resolución máxima,Relación de aspecto,Cantidad de puertos HDMI,Cantidad de puertos USB,Con ethernet,Con entrada S/PDIF,Con entrada de antena RF,Cantidad de parlantes,Potencia máxima de los parlantes,Modos de sonido,Brillo,Frecuencia de actualización de la pantalla,Con entrada por video componentes,Con entrada por video compuesto,Con comando de voz integrado,Asistentes virtuales integrados,Con VGA,Capacidad de almacenamiento,Es inflamable,Es kit,Ángulo de visión horizontal,Ángulo de visión vertical,Cantidad de núcleos del procesador,Países con control mágico incluido,Organismo de certificación (OCP),Número de certificado de seguridad eléctrica,Duración del producto,Profundidad,Ancho x Profundidad,Ancho x Altura,Con impacto positivo,Ancho
570,Smart Tv Samsung 43 4k 60hz Un43au7000gczb Mexx 1,BR,None,Televisores,$,,118049,,5,1,None,,https://articulo.mercadolibre.com.ar/MLA-1167947472-smart-tv-samsung-43-4k-60hz-un43au7000gczb-mexx-1-_JM#position=16&search_layout=stack&type=item&tracking_id=15e5acc6-b205-47d9-8426-1961ebebeec2,16/03/2023 05:44:12,Samsung,Series 7,UN43AU7000G,UN43AU7000GCZB,,Sí,,,,Tizen,LED,"43 """,4K,Sí,,,Sí,Sí,Sí,Sí,220V - 240V,50 Hz x 60 Hz,Sí,Sí,Sí,963.9 mm x 59.6 mm x 558.9 mm,8.1 kg,963.9 mm,192.5 mm,627.8 mm,8.3 kg,"Smart control TM2140A,Manual,Manual electrónico,Cable de alimentación,Adaptador AV,Baterías",Sí,"Web browser,Gallery,Netflix,Prime Video,Apple TV,YouTube",3840 px - 2160 px,16:9,3,1,Sí,Sí,Sí,2,20 W,"Dolby Digital Plus,Q-Symphony",,60 Hz,,,,,,,,,,,,,,,,,,,,
571,Smart Tv Quint 32  Frame Hd,BR,None,Televisores,$,,54999,,5,1,None,,https://articulo.mercadolibre.com.ar/MLA-1138048416-smart-tv-quint-32-frame-hd-_JM#position=17&search_layout=stack&type=item&tracking_id=15e5acc6-b205-47d9-8426-1961ebebeec2,16/03/2023 05:44:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,Televisor Led 60 Pulgadas 4k Ultra Hd Smart Tv Led Kanji,BR,None,Televisores,$,,159998,,25,1,None,,https://articulo.mercadolibre.com.ar/MLA-932863959-televisor-led-60-pulgadas-4k-ultra-hd-smart-tv-led-kanji-_JM#position=18&search_layout=stack&type=item&tracking_id=15e5acc6-b205-47d9-8426-1961ebebee,16/03/2023 05:44:16,Kanji,KJ-6X,KJ-6XST005,KJ-6XST005,Negro,Sí,No,No,No,Android TV,LED,"60 """,4K,Sí,5000:1,,Sí,Sí,Sí,Sí,220V - 240V,60 Hz,Sí,No,Sí,130 cm x 85 mm x 76 cm,15 kg,,,,,"Control remoto,Cable de alimentación",,"Google play,Netflix,Prime Video,YouTube",3840 px - 2160 px,16:9,3,2,Sí,Sí,Sí,2,8 W,Dolby Digital,280 cd/m²,60 Hz,,,Sí,Google Assistant,No,8 GB,,,,,4,Argentina,,,,,,,,
573,"Smart TV Sharp SH5020KUHD LED 4K 50"" 220V",BR,4.5,Televisores,$,,216315,,500,1,None,116,https://www.mercadolibre.com.ar/smart-tv-sharp-sh5020kuhd-led-4k-50-220v/p/MLA14722993?pdp_filters=category:MLA1002#searchVariation=MLA14722993&position=4&search_layout=stack&type=product&tracking_id=,16/03/2023 05:44:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,Smart Tv Samsung Series 6 Qn65q65bagczb Qled Full Hd 65  ,BR,None,Televisores,$,,310999,,1,1,None,,https://articulo.mercadolibre.com.ar/MLA-1360512000-smart-tv-samsung-series-6-qn65q65bagczb-qled-full-hd-65-_JM#position=19&search_layout=stack&type=item&tracking_id=15e5acc6-b205-47d9-8426-1961ebebee,16/03/2023 05:44:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,Smart Tv Android Candy 32 Hd Gtv1400 Netflix Youtube,BR,None,Televisores,$,,82298,,5,1,None,,https://articulo.mercadolibre.com.ar/MLA-1215474943-smart-tv-android-candy-32-hd-gtv1400-netflix-youtube-_JM#position=20&search_layout=stack&type=item&tracking_id=15e5acc6-b205-47d9-8426-1961ebebeec2,16/03/2023 05:44:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,Smart Tv 4k Uhd 50 Pulgadas Philips 50pud7406/77 Hdr Android,BR,None,Televisores,$,121229,109106,10,100,1,None,,https://articulo.mercadolibre.com.ar/MLA-1110272283-smart-tv-4k-uhd-50-pulgadas-philips-50pud740677-hdr-android-_JM#position=21&search_layout=stack&type=item&tracking_id=15e5acc6-b205-47d9-8426-1961eb,16/03/2023 05:44:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,"Smart TV Hisense 9155A64H LED 4K 55"" 220V",BR,None,Televisores,$,176999,157999,10,50,1,None,,https://www.mercadolibre.com.ar/smart-tv-hisense-9155a64h-led-4k-55-220v/p/MLA19899500?pdp_filters=category:MLA1002#searchVariation=MLA19899500&position=5&search_layout=stack&type=product&tracking_id=,16/03/2023 05:44:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,Televisor Hyundai Smart Tv 58 4k Uhd,BR,None,Televisores,$,178999,139999,21,1,1,None,,https://articulo.mercadolibre.com.ar/MLA-1200828789-televisor-hyundai-smart-tv-58-4k-uhd-_JM#position=22&search_layout=stack&type=item&tracking_id=15e5acc6-b205-47d9-8426-1961ebebeec2,16/03/2023 05:44:27,Hyundai,,HYLED-58UHD4,,,Sí,,,,,LED,"58 """,4K,,,,Sí,Sí,Sí,,220V,,,,,,14.5 kg,,,,,"Cable de alimentación,Control remoto",,"Netflix,YouTube",3840 px - 2160 px,16:9,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,Smart Tv Led LG 50' 50uq8050psb Uhd 4k Thinq Ai Hdr 10 Pro,BR,None,Televisores,$,,171999,,,1,None,,https://articulo.mercadolibre.com.ar/MLA-1299166839-smart-tv-led-lg-50-50uq8050psb-uhd-4k-thinq-ai-hdr-10-pro-_JM#position=23&search_layout=stack&type=item&tracking_id=15e5acc6-b205-47d9-8426-1961ebeb,16/03/2023 05:44:30,LG,AI ThinQ,50UQ8050PSB,50UQ8050PSB,Negro,Sí,No,No,No,webOS,LED,"50 """,4K,Sí,,,Sí,Sí,,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,Reparación Tv Ths Kdg32ml662l Led Oscuro Cebe Eléctronica ,BR,None,Televisores,$,,11300,,,1,None,,https://articulo.mercadolibre.com.ar/MLA-1267134576-reparacion-tv-ths-kdg32ml662l-led-oscuro-cebe-electronica-_JM#position=24&search_layout=stack&type=item&tracking_id=15e5acc6-b205-47d9-8426-1961ebeb,16/03/2023 05:44:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,Smart Tv Samsung Series 7 Un50au7000gczb 4k 50 Cuo,BR,None,Televisores,$,,176719,,1,1,None,,https://articulo.mercadolibre.com.ar/MLA-1179022874-smart-tv-samsung-series-7-un50au7000gczb-4k-50-cuo-_JM#position=25&search_layout=stack&type=item&tracking_id=15e5acc6-b205-47d9-8426-1961ebebeec2,16/03/2023 05:44:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,Smart Tv Samsung 75 Series 8 Un75bu8000 Led 4k Nuevo Gtia,BR,None,Televisores,$,,519999,,5,1,None,,https://articulo.mercadolibre.com.ar/MLA-1262691689-smart-tv-samsung-75-series-8-un75bu8000-led-4k-nuevo-gtia-_JM#position=26&search_layout=stack&type=item&tracking_id=15e5acc6-b205-47d9-8426-1961ebeb,16/03/2023 05:44:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,Smart Tv Hd 32 Pulgadas Philips 32phd6927 Android Hdr Cuotas,BR,None,Televisores,$,114999,94299,18,1,1,None,,https://articulo.mercadolibre.com.ar/MLA-1163251286-smart-tv-hd-32-pulgadas-philips-32phd6927-android-hdr-cuotas-_JM#position=27&search_layout=stack&type=item&tracking_id=15e5acc6-b205-47d9-8426-1961e,16/03/2023 05:44:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,Smart Tv Tedge Led 50 Pulgadas Ntv504k Led 4k 50  Netflix,BR,None,Televisores,$,,99999,,,1,None,,https://articulo.mercadolibre.com.ar/MLA-1361085608-smart-tv-tedge-led-50-pulgadas-ntv504k-led-4k-50-netflix-_JM#position=28&search_layout=stack&type=item&tracking_id=15e5acc6-b205-47d9-8426-1961ebebe,16/03/2023 05:44:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,Reparacion Sony Bravia Problema De Reinicio .zona Norte (Reacondicionado),BR,None,Televisores,$,,500,,50,1,None,,https://articulo.mercadolibre.com.ar/MLA-839503473-reparacion-sony-bravia-problema-de-reinicio-zona-norte-_JM#position=29&search_layout=stack&type=item&tracking_id=15e5acc6-b205-47d9-8426-1961ebebeec2,16/03/2023 05:44:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,LG Smart Tv 32 Led Hd 32lm620 Blanco,BR,None,Televisores,$,,69999,,1,1,None,,https://articulo.mercadolibre.com.ar/MLA-1142566027-lg-smart-tv-32-led-hd-32lm620-blanco-_JM#position=30&search_layout=stack&type=item&tracking_id=15e5acc6-b205-47d9-8426-1961ebebeec2,16/03/2023 05:44:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,"Smart TV Candy CDY32SV1200 LED HD 32"" 220V",BR,None,Televisores,$,,61140,,500,1,None,,https://www.mercadolibre.com.ar/smart-tv-candy-cdy32sv1200-led-hd-32-220v/p/MLA18647650?pdp_filters=category:MLA1002#searchVariation=MLA18647650&position=6&search_layout=stack&type=product&tracking_id,16/03/2023 05:44:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,Smart Tv Philips 50  Ultra Hd 4k Android,BR,None,Televisores,$,,121800,,,1,None,,https://articulo.mercadolibre.com.ar/MLA-1219589589-smart-tv-philips-50-ultra-hd-4k-android-_JM#position=31&search_layout=stack&type=item&tracking_id=15e5acc6-b205-47d9-8426-1961ebebeec2,16/03/2023 05:44:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,Televisor Smart Tv Rca 43 Android Chromecast Netflix Spotify,BR,None,Televisores,$,,129999,,5,1,None,,https://articulo.mercadolibre.com.ar/MLA-1178352280-televisor-smart-tv-rca-43-android-chromecast-netflix-spotify-_JM#position=32&search_layout=stack&type=item&tracking_id=15e5acc6-b205-47d9-8426-1961e,16/03/2023 05:44:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,Smart Tv Noblex Dk32x7000pi Led Hd 32 Android Tv Cuo,BR,None,Televisores,$,,65109,,1,1,None,,https://articulo.mercadolibre.com.ar/MLA-1248314158-smart-tv-noblex-dk32x7000pi-led-hd-32-android-tv-cuo-_JM#position=33&search_layout=stack&type=item&tracking_id=15e5acc6-b205-47d9-8426-1961ebebeec2,16/03/2023 05:44:53,Noblex,DK,DK32X7000PI,91DK32X7000PI,Negro,Sí,No,No,No,Android,LED,"32 """,HD,No,3000:1,6.5 ms,Sí,Sí,Sí,Sí,220V,,,,Sí,71.7 cm x 8.6 cm x 42.7 cm,3.7 kg,71.7 cm,16 cm,46.9 cm,5.5 kg,Control remoto,,"Netflix,YouTube",1366 px - 768 px,16:9,2,2,Sí,,Sí,2,12 W,,180 cd/m²,60 Hz,,,Sí,Google Assistant,No,,,,,,,,,,,,,,,
591,Smart Tv Samsung Series 4 Un32t4300agczb Led Hd 32  220v ,BR,None,Televisores,$,,57200,,5,1,None,,https://articulo.mercadolibre.com.ar/MLA-1115114562-smart-tv-samsung-series-4-un32t4300agczb-led-hd-32-220v-_JM#position=34&search_layout=stack&type=item&tracking_id=15e5acc6-b205-47d9-8426-1961ebebee,16/03/2023 05:44:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,Smart Tv Candy 50 Pulgadas Android 50gtv1400 Led Uhd Otero,BR,None,Televisores,$,,106918,,,1,None,,https://articulo.mercadolibre.com.ar/MLA-1357164816-smart-tv-candy-50-pulgadas-android-50gtv1400-led-uhd-otero-_JM#position=35&search_layout=stack&type=item&tracking_id=15e5acc6-b205-47d9-8426-1961ebe,16/03/2023 05:44:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,"Smart TV Hisense H4318FH5 LED 4K 43"" 100V/240V",BR,4.7,Televisores,$,,120000,,1000,1,None,259,https://www.mercadolibre.com.ar/smart-tv-hisense-h4318fh5-led-4k-43-100v240v/p/MLA13807614?pdp_filters=category:MLA1002#searchVariation=MLA13807614&position=7&search_layout=stack&type=product&tracking,16/03/2023 05:44:58,Hisense,,H4318FH5,,,Sí,,,,,LED,"43 """,4K,,,,Sí,Sí,Sí,,100V/240V,,Sí,,,97 cm x 7.8 cm x 56.5 cm,7.7 kg,,,,,"Control remoto, Cable de alimentación",,"YouTube, Netflix, Web browser",1920 px - 1080 px,16:9,3,2,Sí,,,2,14 W,,,,,,,,,,,,,,,,,,,,,,,
594,Smart Tv Kanji Kj-4xtl005 Led Hd 40 ,BR,None,Televisores,$,,66999,,1,1,None,,https://articulo.mercadolibre.com.ar/MLA-1214440848-smart-tv-kanji-kj-4xtl005-led-hd-40-_JM#position=36&search_layout=stack&type=item&tracking_id=15e5acc6-b205-47d9-8426-1961ebebeec2,16/03/2023 05:45:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,Android Tv 55  Led 4k Uhd Philips Ambilight 55pud7906/77,BR,None,Televisores,$,,181819,,1,1,None,,https://articulo.mercadolibre.com.ar/MLA-1192717305-android-tv-55-led-4k-uhd-philips-ambilight-55pud790677-_JM#position=37&search_layout=stack&type=item&tracking_id=15e5acc6-b205-47d9-8426-1961ebebeec,16/03/2023 05:45:01,Philips,,55PUD7906,55PUD7906/77,Negro,Sí,No,No,No,Android 10,LED,"55 """,4K,Sí,,,Sí,Sí,Sí,Sí,110V/240V,50 Hz x 60 Hz,Sí,,Sí,1231.2 mm x 79.4 mm x 709.6 mm,14.2 kg,1231.2 mm,255.8 mm,736.6 mm,14.4 kg,"Control remoto,Baterías,Cable de alimentación,Guía de instalación,Soporte para la mesa",,"YouTube,Netflix,Prime Video,Disney+,Google Play Store,Web browser",3840 px - 2160 px,16:9,4,2,Sí,Sí,Sí,2,20 W,"AI Sound,Dolby Atmos",,,,,Sí,,,8 GB,,,,,4,,,,,,,,,
596,Smart Tv 4k 55 Pulgadas Samsung Au7000 Un55au7000 Hdr Delta,BR,None,Televisores,$,,168299,,5,1,None,,https://articulo.mercadolibre.com.ar/MLA-1114915109-smart-tv-4k-55-pulgadas-samsung-au7000-un55au7000-hdr-delta-_JM#position=38&search_layout=stack&type=item&tracking_id=15e5acc6-b205-47d9-8426-1961eb,16/03/2023 05:45:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,Tv Kanji Led Tv-32mt005 Hd Usb Hdmi 32 ,BR,None,Televisores,$,,56279,,1,1,None,,https://articulo.mercadolibre.com.ar/MLA-1291745154-tv-kanji-led-tv-32mt005-hd-usb-hdmi-32-_JM#position=39&search_layout=stack&type=item&tracking_id=15e5acc6-b205-47d9-8426-1961ebebeec2,16/03/2023 05:45:06,Kanji,TV LED,TV KANJI 32 LED MT005,MT005,,No,,,,,LED,"32 """,HD,,,,Sí,Sí,Sí,,220V,,,,,72.8 cm x 9 cm x 43.5 cm,,,,,,,,,1366 px - 768 px,16:9,3,2,Sí,,,2,,,,,,,,,No,8 GB,,,170°,160°,4,,,,,,,,,
598,Smart Tv Hisense 70a6h Led 4k 70'',BR,None,Televisores,$,266999,232999,12,1,1,None,,https://articulo.mercadolibre.com.ar/MLA-1316636257-smart-tv-hisense-70a6h-led-4k-70-_JM#position=40&search_layout=stack&type=item&tracking_id=15e5acc6-b205-47d9-8426-1961ebebeec2,16/03/2023 05:45:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,Tv Smart 43` Philco Fhd Pld43hs2250,BR,None,Televisores,$,,99999,,,1,None,,https://articulo.mercadolibre.com.ar/MLA-1368531188-tv-smart-43-philco-fhd-pld43hs2250-_JM#position=41&search_layout=stack&type=item&tracking_id=15e5acc6-b205-47d9-8426-1961ebebeec2,16/03/2023 05:45:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,Smart Tv Samsung 50 Pulgadas 4k Ultra Hd 50au7000,BR,5.0,Televisores,$,,154999,,25,1,None,1,https://articulo.mercadolibre.com.ar/MLA-1108268424-smart-tv-samsung-50-pulgadas-4k-ultra-hd-50au7000-_JM#position=42&search_layout=stack&type=item&tracking_id=15e5acc6-b205-47d9-8426-1961ebebeec2,16/03/2023 05:45:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,Tv Led 4k 50  Samsung Qn50qn90bagczb Gaming Neo Qled 144hz,BR,None,Televisores,$,,399999,,1,1,None,,https://articulo.mercadolibre.com.ar/MLA-1246619003-tv-led-4k-50-samsung-qn50qn90bagczb-gaming-neo-qled-144hz-_JM#position=43&search_layout=stack&type=item&tracking_id=15e5acc6-b205-47d9-8426-1961ebeb,16/03/2023 05:45:12,Samsung,Neo QLED 4K,QN50QN90BAG,QN50QN90BAGXZD,,Sí,,No,,Tizen,QLED,"50 """,4K,Sí,,,Sí,Sí,Sí,Sí,100V/240V,50 Hz x 60 Hz,Sí,,Sí,1113.6 mm x 26.9 mm x 644.1 mm,14 kg,1113.6 mm,223 mm,708.9 mm,18.6 kg,"Cable de alimentación,Manual,Manual electrónico,Smart control TM2280E",Sí,"Apple TV,Disney+,GloboPlay,Google Duo,Home Yoga,Music,Netflix,Prime Video,Samsung TV Plus,Web browser,YouTube",3840 px - 2160 px,16:9,4,2,Sí,Sí,Sí,4,40 W,"Dolby Atmos,Dolby Digital Plus,Q-Symphony,Surround",,144 Hz,No,No,Sí,"Alexa,Bixby,Google Assistant",,,,,,,,,,,12 meses,,,,,
602,Smart Tv Led Philco De 43 Full Hd Pld43hs2250 ,BR,None,Televisores,$,77222,73360,5,1,1,None,,https://articulo.mercadolibre.com.ar/MLA-1287085361-smart-tv-led-philco-de-43-full-hd-pld43hs2250-_JM#position=44&search_layout=stack&type=item&tracking_id=15e5acc6-b205-47d9-8426-1961ebebeec2,16/03/2023 05:45:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,Smart Tv Android Candy 50 Ultra Hd Gtv1400 Netflix Youtube,BR,None,Televisores,$,114999,103499,10,,1,None,,https://articulo.mercadolibre.com.ar/MLA-1349835541-smart-tv-android-candy-50-ultra-hd-gtv1400-netflix-youtube-_JM#position=45&search_layout=stack&type=item&tracking_id=15e5acc6-b205-47d9-8426-1961ebe,16/03/2023 05:45:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,Led Smart Tv 50''  Daihatsu Dht50ch 4k Uhd Google Tv,BR,None,Televisores,$,,144199,19,,1,None,,https://articulo.mercadolibre.com.ar/MLA-1220962948-led-smart-tv-50-daihatsu-dht50ch-4k-uhd-google-tv-_JM#position=46&search_layout=stack&type=item&tracking_id=15e5acc6-b205-47d9-8426-1961ebebeec2,16/03/2023 05:45:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,Smart Tv Samsung 55 Uhd 4k Un55au7000 Netflix Nuevo Garantía,BR,None,Televisores,$,,184999,,5,1,None,,https://articulo.mercadolibre.com.ar/MLA-1128611214-smart-tv-samsung-55-uhd-4k-un55au7000-netflix-nuevo-garantia-_JM#position=47&search_layout=stack&type=item&tracking_id=15e5acc6-b205-47d9-8426-1961e,16/03/2023 05:45:21,Samsung,Series 7,UN55AU7000G,UN55AU7000GCZB,Negro,Sí,No,No,No,Tizen,LED,"55 """,4K,Sí,,,Sí,Sí,Sí,Sí,220V - 240V,50 Hz x 60 Hz,Sí,Sí,Sí,1230.5 mm x 59.9 mm x 707.2 mm,13.9 kg,1230.5 mm,250.2 mm,783.3 mm,14.2 kg,"Adaptador AV,Cable de alimentación,Control remoto TM2140A,Manual,Manual electrónico",Sí,"Apple TV,Gallery,Netflix,Prime Video,Web browser,YouTube TV",3840 px - 2160 px,16:9,3,1,Sí,Sí,Sí,2,20 W,"Adaptive Sound,Dolby Digital Plus,Q-Symphony",,,,,,,,,,,,,,,,,12 meses,,,,,
606,Televisor Smart 50 Pulgadas Led 4k Con Control Remoto Hdmi,BR,None,Televisores,$,,102098,25,100,1,None,,https://articulo.mercadolibre.com.ar/MLA-932856664-televisor-smart-50-pulgadas-led-4k-con-control-remoto-hdmi-_JM#position=48&search_layout=stack&type=item&tracking_id=15e5acc6-b205-47d9-8426-1961ebeb,16/03/2023 05:45:23,Kanji,Smart,KJ-50ST005,KJ-50ST005,Negro,Sí,No,No,No,Android KitKat,LED,"50 """,4K,Sí,3000:1,8 ms,Sí,Sí,Sí,Sí,,50 Hz x 60 Hz,Sí,,Sí,113 cm x 8 cm x 65 cm,,,,,,Control remoto,,"Netflix,YouTube",3840 px - 2160 px,16:9,3,2,Sí,Sí,Sí,2,16 W,"Stereo,Dolby Digital",350 cd/m²,60 Hz,,,Sí,,No,8 GB,,,176°,176°,4,Argentina,Otro (sin especificar),,,,,,,
607,Smart Tv 43 Pulgadas Full Hd 43a42h Hisense,BR,None,Televisores,$,,87900,,,1,None,,https://articulo.mercadolibre.com.ar/MLA-1318235081-smart-tv-43-pulgadas-full-hd-43a42h-hisense-_JM#position=49&search_layout=stack&type=item&tracking_id=15e5acc6-b205-47d9-8426-1961ebebeec2,16/03/2023 05:45:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,Led Smart Tv 43'' Daihatsu Dht43ch Fhd Android Tv,BR,None,Televisores,$,,109499,18,1,1,None,,https://articulo.mercadolibre.com.ar/MLA-1220969560-led-smart-tv-43-daihatsu-dht43ch-fhd-android-tv-_JM#position=50&search_layout=stack&type=item&tracking_id=15e5acc6-b205-47d9-8426-1961ebebeec2,16/03/2023 05:45:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,Smart Tv Hisense 50 Pulgadas A6 Series 50a64h Led 4k,BR,None,Televisores,$,,127628,18,,1,None,,https://articulo.mercadolibre.com.ar/MLA-1300588269-smart-tv-hisense-50-pulgadas-a6-series-50a64h-led-4k-_JM#position=51&search_layout=stack&type=item&tracking_id=15e5acc6-b205-47d9-8426-1961ebebeec2,16/03/2023 05:45:30,Hisense,A6 Series,50A64GSV,,,Sí,No,No,No,Google TV,LED,"50 """,4K,Sí,,,Sí,Sí,Sí,Sí,220V,,,,,111.5 cm x 7.8 cm x 64.4 cm,9.1 kg,111.5 cm,24 cm,70.6 cm,9.3 kg,,,"Netflix,Prime Video,YouTube",3840 px - 2160 px,16:9,3,2,Sí,,,,,DTS Virtual: Xtm,,,,,,,,,,,,,,,,,,,,,,
610,None,BR,None,Televisores,None,,,,,1,None,,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=sriB0xinFJXMVeEmK2DHWKONhtKc%2FPCJdk4YcwOnt6IBXjlFAWfoftB%2BMZ%2BJS6jroifNdYxSU29wgVLIltn0gEo5dP%2FG7yj2nPbpDfHE3grrZg5BOc1CXDq%2B,16/03/2023 05:45:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,Smart Tv Android Candy 50 Ultra Hd Gtv1400 Netflix Youtube,BR,None,Televisores,$,114999,109249,5,,1,None,,https://articulo.mercadolibre.com.ar/MLA-1349835541-smart-tv-android-candy-50-ultra-hd-gtv1400-netflix-youtube-_JM#position=6&search_layout=stack&type=item&tracking_id=36247d09-d1d0-4cfc-9a3f-717b3ad7,16/03/2023 05:45:36,Candy,Smart Tv,CDY50GTV1400,50gtv1400,Negro,Sí,No,No,,Android,DLED,"50 """,Ultra HD,,,9.5 ms,Sí,Sí,Sí,Sí,100V/240V,,,,,,,118.8 cm,23.9 cm,69.6 cm,,,,,3840x2160,,,,Sí,,,2,,,220 cd/m²,,,,,,,8 GB,,,,,,,,,,,,,,
612,Tv Led 4k 50  Samsung Qn50qn90bagczb Gaming Neo Qled 144hz,BR,None,Televisores,$,,399999,,1,1,None,,https://articulo.mercadolibre.com.ar/MLA-1246619003-tv-led-4k-50-samsung-qn50qn90bagczb-gaming-neo-qled-144hz-_JM#position=7&search_layout=stack&type=item&tracking_id=36247d09-d1d0-4cfc-9a3f-717b3ad76,16/03/2023 05:45:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,Smart Tv 4k 70 Philips Ambilight 7900 70pud7906/77 Android,BR,None,Televisores,$,269999,242999,10,25,1,None,,https://articulo.mercadolibre.com.ar/MLA-1110659997-smart-tv-4k-70-philips-ambilight-7900-70pud790677-android-_JM#position=8&search_layout=stack&type=item&tracking_id=36247d09-d1d0-4cfc-9a3f-717b3ad76,16/03/2023 05:45:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
