,Country Code,Category,Name,Avg Price,Currency,Nb of Offers,Rank,Rating,Reviews,Description,scrape_link,date_scraped,Varumärke,Bildstorlek,Upplösning,Bildskärmsteknik,HDR,Smart TV,Lanseringsår,Pris/tum,Produktnamn,Kategori,"TV-mottagare, digital",Dubbla mottagare,Stöd för CI/CA-modul,CI+,Typ av digital-mottagare,"Analog 3,5mm-ingång (Aux)",Digital optisk ut (S/PDIF),HDMI,Antal HDMI-ingångar,HDCP-version,HDMI-version,Standarder som stöds,Hörlursutgång,Komponent in (YPbPr/YCbCr),Komposit in,USB-kontakt,Inspelningsfunktion via USB (PVR),USB 2.0,USB 3.1 Gen 1 (5Gbps),USB-kontakter (totalt),VGA in,Övriga anslutningar,Bildfrekvens,Bildförhållande,Bildstorlek (cm),Ljusstyrka,Rörelseförbättring (frekvens/index),Typ av index/mätmetod,Skärmtyp,Stödda videoformat,Uppdateringsfrekvens,Bildfiler som stöds,Ljudfiler som stöds,Ljudformat,Videofiler som stöds,Tillgängliga färger,Utformning panel,"Djup, utan stativ","Höjd, utan stativ",Mått (BxHxD),Bredd,Djup,Höjd,Produktvikt,"Vikt, utan stativ",Funktioner,Internettjänster/appar som stöds,Operativsystem,Ethernet-anslutning,Trådlöst nätverk (Wi-Fi),Trådlös nätverkstandard (IEEE 802.11),3D-stöd (3D-ready),DLNA,Full HD (HD ready 1080p),4K120,Ultra HD-certifierad (UHD/4K),Typ av HDR,Streaming-standarder,VESA-fäste,Typ av VESA-fäste,Inbyggda högtalare,Processorhastighet,Anslutning för 9V/12V/14V,Effektförbrukning drift (min-max),Effektförbrukning standby/viloläge,Energiförbrukning i HDR-läge (per 1000h),Energiförbrukning i SDR-läge (per 1000h),Energiklass (A-G),Energiklass (HDR),Bakbelysning,Diodplacering,Teknologier,Paneltyp,Glasögonteknik,Medföljande glasögon
1638,NO,TV,"Sony Bravia FWD-43X80G/T 43"" 4K Ultra HD (3840x2160) LCD Smart TV",11958.00,NOK,1.0,Rank 1776,,(1),"Det billigaste priset för Sony Bravia FWD-43X80G/T 43"" 4K Ultra HD (3840x2160) LCD Smart TV just nu är 11 958 kr.   Prisjakt jämför priser och erbjudanden från nätbutiker och fysiska butiker. ",https://www.prisjakt.nu/produkt.php?p=5100219,23/08/2022 16:38:07,Sony,43 tum,4K Ultra HD (3840x2160),LCD,Ja,Ja,2019,278.09 kr/tum,"Sony Bravia FWD-43X80G/T 43"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,Ja,Nej,,,"DVB-T (marksänd digital-TV), DVB-C (digital kabel-TV), DVB-S (satellit-TV), DVB-T2 (marksänd digital-TV, 2:a gen.), DVB-S2 (satellit-TV, 2:a gen.)",,Ja,Ja,4 st,,,,,,1 st,Ja,Ja,,,3 st,,,,16:9,108 cm,393 cd/m²,Ja,Sony MotionFlow XR 100,,"480p, 576p, 480i, 576i, 2160p (4K Ultra HD)",,,,,"AVI, Matroska (MKV)",Svart,Platt,57 mm,570 mm,,970 mm,260 mm,630 mm,10.2 kg,9.6 kg,Bluetooth,"Webbläsare, SVT Play",Android TV,Ja,Ja,"802.11a, 802.11b, 802.11g, 802.11n (Wi-Fi 4), 802.11ac (Wi-Fi 5)",Nej,Ja,Ja,,Ja,"HDR10, HLG",,Ja,,,,Nej,100 W,0.5 W,,,,,LED (lysdiod),Kantbelyst (Edge),Local Dimming,,,
1639,NO,TV,"Philips 43HFL5114U 43"" Full HD (1920x1080) LCD Smart TV",10492.00,NOK,5.0,Rank 1777,,(1),"Det billigaste priset för Philips 43HFL5114U 43"" Full HD (1920x1080) LCD Smart TV just nu är 8 915 kr.   Prisjakt jämför priser och erbjudanden från 5 butiker. ",https://www.prisjakt.nu/produkt.php?p=5692471,23/08/2022 16:38:10,Philips,43 tum,Full HD (1920x1080),LCD,,Ja,2021,207.33 kr/tum,"Philips 43HFL5114U 43"" Full HD (1920x1080) LCD Smart TV",TV,Ja,,Ja,Ja,"DVB-T (marksänd digital-TV), DVB-C (digital kabel-TV), DVB-T2 (marksänd digital-TV, 2:a gen.)",,,Ja,2 st,,,ARC,,,,Ja,,,,2 st,,,,16:9,108 cm,250 cd/m²,,,,"720p, 1080p (Full HD), 1080i, 2160p (4K Ultra HD)",,,,Dolby Atmos,,Svart,,,,,,,,,,,"Netflix, SVT Play",Android TV,,Ja,"802.11a, 802.11ac (Wi-Fi 5)",,,Ja,,Ja,,,Ja,,,,Nej,48 W,0.3 W,,,,,LED (lysdiod),Bakbelyst (Back),,,,
1640,NO,TV,"Samsung BE50T 50"" 4K Ultra HD (3840x2160) LCD Smart TV",9594.00,NOK,4.0,Rank 1778,,(1),"Det billigaste priset för Samsung BE50T 50"" 4K Ultra HD (3840x2160) LCD Smart TV just nu är 7 999 kr.   Prisjakt jämför priser och erbjudanden från 4 butiker. ",https://www.prisjakt.nu/produkt.php?p=5379973,23/08/2022 16:38:12,Samsung,50 tum,4K Ultra HD (3840x2160),LCD,Ja,Ja,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641,NO,TV,"Sony Bravia KD-85ZG9 85"" 8K (7680x4320) LCD Smart TV",185000.00,NOK,1.0,Rank 1779,,(1),"Det billigaste priset för Sony Bravia KD-85ZG9 85"" 8K (7680x4320) LCD Smart TV just nu är 185 000 kr.   Prisjakt jämför priser och erbjudanden från nätbutiker och fysiska butiker. ",https://www.prisjakt.nu/produkt.php?p=5026962,23/08/2022 16:38:15,Sony,85 tum,8K (7680x4320),LCD,Ja,Ja,2019,2176.47 kr/tum,"Sony Bravia KD-85ZG9 85"" 8K (7680x4320) LCD Smart TV",TV,Ja,Ja,Ja,Ja,"DVB-T (marksänd digital-TV), DVB-C (digital kabel-TV), DVB-S (satellit-TV), DVB-T2 (marksänd digital-TV, 2:a gen.), DVB-S2 (satellit-TV, 2:a gen.)",,Ja,Ja,4 st,2.3,2.1,eARC,Ja,,,Ja,Ja,,,3 st,Nej,,"24p, 30p, 60p, 50p",16:9,215 cm,,,,LED,"480p, 576p, 720p, 1080p (Full HD), 1080i, 480i, 576i, 2160p (4K Ultra HD), 4320p (8K)",100 Hz,JPEG/JPG,"MP3, WMA, Ogg Vorbis, FLAC, WAV (PCM), AAC","Dolby Digital 5.1, DTS 5.1, Dolby Digital EX, DTS ES, Dolby TrueHD, Dolby Digital Plus, DTS HD High Resolution Audio, DTS HD Master Audio, Dolby Atmos, DTS:X","Xvid, MPEG1, MPEG2, MPEG4, WMV, 3GP/3GPP, AVC/H.264, WMV9 HD (VC-1), AVI, Matroska (MKV), AVCHD, MOV, TS, HEVC/H.265, VP9",Svart,Platt,120 mm,,,1913 mm,432 mm,1226 mm,74.5 kg,71.7 kg,"Bild-i-Bild (PiP), Bluetooth, Röststyrning, Time-shift, Stöd för HomeKit","Facebook, YouTube, Spotify, Webbläsare, Netflix, Vimeo, Viaplay, HBO GO, SVT Play, TV4 Play, SF Anytime, HBO Nordic, Amazon Prime Video",Android TV,Ja,Ja,"802.11a, 802.11b, 802.11g, 802.11n (Wi-Fi 4), 802.11ac (Wi-Fi 5)",Nej,Ja,Ja,,Ja,"Dolby Vision, HDR10, HLG","AirPlay, Miracast, Google Cast/Chromecast, AirPlay 2",Ja,400x400mm,,,Nej,636 W,0.5 W,,,,,LED (lysdiod),Bakbelyst (Back),Local Dimming,,,
1642,NO,TV,"Samsung BE65T 65"" 4K Ultra HD (3840x2160) LCD Smart TV",16107.00,NOK,2.0,Rank 1780,,(1),"Det billigaste priset för Samsung BE65T 65"" 4K Ultra HD (3840x2160) LCD Smart TV just nu är 15 795 kr.   Prisjakt jämför priser och erbjudanden från 2 butiker. ",https://www.prisjakt.nu/produkt.php?p=5379981,23/08/2022 16:38:18,Samsung,65 tum,4K Ultra HD (3840x2160),LCD,Ja,Ja,2020,243 kr/tum,"Samsung BE65T 65"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,Ja,,Ja,Ja,"DVB-T (marksänd digital-TV), DVB-C (digital kabel-TV), DVB-S (satellit-TV), DVB-T2 (marksänd digital-TV, 2:a gen.), DVB-S2 (satellit-TV, 2:a gen.)",,Ja,Ja,1 st,,,"eARC, ARC",,,,Ja,,,,1 st,,,,16:9,163 cm,250 cd/m²,,,,2160p (4K Ultra HD),,,,Dolby Digital Plus,,"Svart, Silver, Grå",,,829.8 mm,,1448.4 mm,,,,,Bluetooth,SVT Play,Tizen OS,Ja,Ja,"802.11a, 802.11ac (Wi-Fi 5)",Nej,,Ja,,Ja,HDR10,,Ja,400x300mm,,,Nej,116 W,0.5 W,,,,,LED (lysdiod),Bakbelyst (Back),,,,
1643,NO,TV,"Philips 43PUS6504 43"" 4K Ultra HD (3840x2160) LCD Smart TV",,NOK,,Rank 1781,1.8,(1 omdöme),"Det billigaste priset för Philips 43PUS6504 43"" 4K Ultra HD (3840x2160) LCD Smart TV just nu är 4 107 kr.   Prisjakt jämför priser och erbjudanden från nätbutiker och fysiska butiker. ",https://www.prisjakt.nu/produkt.php?p=5119047,23/08/2022 16:38:21,Philips,43 tum,4K Ultra HD (3840x2160),LCD,Ja,Ja,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1644,NO,TV,"Thomson 55UE6400 55"" 4K Ultra HD (3840x2160) LCD Smart TV",4204.00,NOK,1.0,Rank 1782,,(1),"Det billigaste priset för Thomson 55UE6400 55"" 4K Ultra HD (3840x2160) LCD Smart TV just nu är 4 204 kr.   Prisjakt jämför priser och erbjudanden från nätbutiker och fysiska butiker. ",https://www.prisjakt.nu/produkt.php?p=5151134,23/08/2022 16:38:24,Thomson,55 tum,4K Ultra HD (3840x2160),LCD,Ja,Ja,2019,76.44 kr/tum,"Thomson 55UE6400 55"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,Ja,,Ja,Ja,"DVB-T (marksänd digital-TV), DVB-C (digital kabel-TV), DVB-S (satellit-TV), DVB-T2 (marksänd digital-TV, 2:a gen.), DVB-S2 (satellit-TV, 2:a gen.)",,,Ja,,,,,Ja,,1 st,Ja,Nej,,,2 st,,,,,139 cm,,,,,2160p (4K Ultra HD),,,,Dolby Digital Plus,"MPEG4, AVC/H.264, HEVC/H.265","Svart, Vit",,78 mm,730 mm,,1242 mm,220 mm,781 mm,12.4 kg,12.2 kg,Stöd för HbbTV,"YouTube, Netflix, SVT Play",Android TV,Ja,Ja,"802.11b, 802.11g, 802.11n (Wi-Fi 4)",,Ja,Ja,,Ja,,,Ja,200x200mm,,,Nej,125 W,0.21 W,,,,,LED (lysdiod),Bakbelyst (Back),,,,
1645,NO,TV,"Philips 43HFL4014 43"" Full HD (1920x1080) LCD Smart TV",10971.67,NOK,3.0,Rank 1783,,(1),"Det billigaste priset för Philips 43HFL4014 43"" Full HD (1920x1080) LCD Smart TV just nu är 8 685 kr.   Prisjakt jämför priser och erbjudanden från 3 butiker. ",https://www.prisjakt.nu/produkt.php?p=5225180,23/08/2022 16:38:27,Philips,43 tum,Full HD (1920x1080),LCD,Nej,Ja,2019,201.98 kr/tum,"Philips 43HFL4014 43"" Full HD (1920x1080) LCD Smart TV",TV,Ja,,Ja,Ja,"DVB-T (marksänd digital-TV), DVB-C (digital kabel-TV), DVB-T2 (marksänd digital-TV, 2:a gen.)",,Ja,Ja,2 st,,1.4,"MHL, ARC",,,,Ja,,,,2 st,,,,16:9,108 cm,250 cd/m²,,,,"720p, 1080p (Full HD), 1080i",,JPEG/JPG,"MP3, WMA, WAV (PCM), AAC",Dolby Atmos,"MPEG1, MPEG2, MPEG4, WMV, AVC/H.264, WMV9 HD (VC-1), AVI, Matroska (MKV), HEVC/H.265",Svart,Platt,82 mm,542.5 mm,,970 mm,194 mm,626 mm,7.3 kg,7.2 kg,Stöd för HbbTV,YouTube,,Ja,Nej,,Nej,,Ja,,Nej,,,Ja,200x200mm,,,Nej,45 W,0.3 W,,,,,LED (lysdiod),Bakbelyst (Back),,,,
1646,NO,TV,"Samsung HG43Q60A 43"" 4K Ultra HD (3840x2160) LCD Smart TV",10162.33,NOK,3.0,Rank 1784,,(1),"Det billigaste priset för Samsung HG43Q60A 43"" 4K Ultra HD (3840x2160) LCD Smart TV just nu är 8 159 kr.   Prisjakt jämför priser och erbjudanden från 3 butiker. ",https://www.prisjakt.nu/produkt.php?p=5861942,23/08/2022 16:38:30,Samsung,43 tum,4K Ultra HD (3840x2160),LCD,Ja,Ja,,189.74 kr/tum,"Samsung HG43Q60A 43"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,Ja,,,,"DVB-T2 (marksänd digital-TV, 2:a gen.)",,,,,,,,,,,,,,,,,,,,108 cm,,,,,2160p (4K Ultra HD),,,,,,Svart,,,,,,,,,,Bluetooth,,Tizen OS,,Ja,,,,Ja,,Ja,,,,,,,Nej,,,,,,,LED (lysdiod),,Quantum dot,,,
1647,NO,TV,"Philips 50HFL6014 50"" 4K Ultra HD (3840x2160) LCD Smart TV",10800.50,NOK,4.0,Rank 1785,,(1),"Det billigaste priset för Philips 50HFL6014 50"" 4K Ultra HD (3840x2160) LCD Smart TV just nu är 9 535 kr.   Prisjakt jämför priser och erbjudanden från 4 butiker. ",https://www.prisjakt.nu/produkt.php?p=5119119,23/08/2022 16:38:33,Philips,50 tum,4K Ultra HD (3840x2160),LCD,Nej,Ja,2019,190.7 kr/tum,"Philips 50HFL6014 50"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,Ja,,Ja,Ja,"DVB-T (marksänd digital-TV), DVB-C (digital kabel-TV), DVB-T2 (marksänd digital-TV, 2:a gen.)",,Ja,Ja,3 st,,2.0,"MHL, ARC",,,,Ja,,,,3 st,Ja,,,16:9,126 cm,350 cd/m²,,,,2160p (4K Ultra HD),,"JPEG/JPG, PNG, BMP, GIF","MP3, WMA, WAV (PCM), AAC","Dolby Digital 5.1, Dolby Atmos","MPEG1, MPEG2, MPEG4, WMV, AVC/H.264, WMV9 HD (VC-1), AVI, Matroska (MKV), HEVC/H.265","Svart, Silver",Platt,78 mm,653 mm,,1128 mm,225 mm,715 mm,13.6 kg,12.8 kg,Stöd för HbbTV,SVT Play,Android TV,Ja,Ja,"802.11a, 802.11ac (Wi-Fi 5)",Nej,,Ja,,Ja,,Miracast,Ja,200x200mm,,,Nej,70 W,0.3 W,,,,,LED (lysdiod),Bakbelyst (Back),,,,
1648,NO,TV,"Manta 39LHN120D 39"" HD Ready (1366x768)",3300.00,NOK,1.0,Rank 1786,,(1),"Det billigaste priset för Manta 39LHN120D 39"" HD Ready (1366x768) just nu är 3 300 kr.   Prisjakt jämför priser och erbjudanden från nätbutiker och fysiska butiker. ",https://www.prisjakt.nu/produkt.php?p=5508022,23/08/2022 16:38:36,Manta,39 tum,1366x768,LCD,,,2020,84.62 kr/tum,"Manta 39LHN120D 39"" HD Ready (1366x768)",TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"720p, 1080i",,,,,,,,,,,,,,,,,,,,,,,,Nej,,,,,,,,,,,,,,,,LED (lysdiod),,,,,
1649,NO,TV,"Samsung UE55AU9072 55"" 4K Ultra HD (3840x2160) LCD Smart TV",7741.00,NOK,1.0,Rank 1788,,(1),"Det billigaste priset för Samsung UE55AU9072 55"" 4K Ultra HD (3840x2160) LCD Smart TV just nu är 7 741 kr.   Prisjakt jämför priser och erbjudanden från nätbutiker och fysiska butiker. ",https://www.prisjakt.nu/produkt.php?p=5743266,23/08/2022 16:38:39,Samsung,55 tum,4K Ultra HD (3840x2160),LCD,Ja,Ja,,140.75 kr/tum,"Samsung UE55AU9072 55"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,,,,,,,,Ja,3 st,,,,,,,,,,,,,,,,138 cm,,Ja,Samsung Picture Quality Index (PQI) 2800,LED,2160p (4K Ultra HD),,,,,,Svart,,,,,,,,,15.5 kg,,,Tizen OS,Ja,Ja,,,Ja,Ja,,Ja,,,Ja,200x200mm,,,Nej,,,125 kWh,94 kWh,G,G,LED (lysdiod),,,,,
1650,NO,TV,"Sony Bravia FWD-75X95H/T 75"" 4K Ultra HD (3840x2160) LCD Smart TV",35210.50,NOK,2.0,Rank 1789,,(1),"Det billigaste priset för Sony Bravia FWD-75X95H/T 75"" 4K Ultra HD (3840x2160) LCD Smart TV just nu är 32 921 kr.   Prisjakt jämför priser och erbjudanden från 2 butiker. ",https://www.prisjakt.nu/produkt.php?p=5402016,23/08/2022 16:38:42,Sony,75 tum,4K Ultra HD (3840x2160),LCD,Ja,Ja,2020,438.95 kr/tum,"Sony Bravia FWD-75X95H/T 75"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,Ja,,,,"DVB-T (marksänd digital-TV), DVB-C (digital kabel-TV), DVB-S (satellit-TV), DVB-T2 (marksänd digital-TV, 2:a gen.), DVB-S2 (satellit-TV, 2:a gen.)",,,Ja,4 st,,,,,,,Ja,,,,2 st,,,120p,16:9,189 cm,670 cd/m²,,,,2160p (4K Ultra HD),,JPEG/JPG,"MP3, WMA, WAV (PCM)",,"Xvid, MPEG2, WMV, AVI, Matroska (MKV), MOV","Svart, Silver",,,969 mm,,,,,,,,SVT Play,Android TV,Ja,Ja,,,,Ja,,Ja,,,Ja,400x300mm,,,Nej,,0.5 W,,,,,LED (lysdiod),,,,,
1651,NO,TV,"Sony Bravia KD-98ZG9 98"" 8K (7680x4320) LCD Smart TV",875000.00,NOK,1.0,Rank 1790,4.5,(4 omdömen),"Det billigaste priset för Sony Bravia KD-98ZG9 98"" 8K (7680x4320) LCD Smart TV just nu är 875 000 kr.   Prisjakt jämför priser och erbjudanden från nätbutiker och fysiska butiker. ",https://www.prisjakt.nu/produkt.php?p=5026963,23/08/2022 16:38:45,Sony,98 tum,8K (7680x4320),LCD,Ja,Ja,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1652,NO,TV,"Samsung UE55RU6025 55"" 4K Ultra HD (3840x2160) LCD Smart TV",7814.00,NOK,1.0,Rank 1791,,(1),"Det billigaste priset för Samsung UE55RU6025 55"" 4K Ultra HD (3840x2160) LCD Smart TV just nu är 7 814 kr.   Prisjakt jämför priser och erbjudanden från nätbutiker och fysiska butiker. ",https://www.prisjakt.nu/produkt.php?p=5158592,23/08/2022 16:38:48,Samsung,55 tum,4K Ultra HD (3840x2160),LCD,Ja,Ja,2019,142.07 kr/tum,"Samsung UE55RU6025 55"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,Ja,Nej,Ja,Ja,"DVB-T (marksänd digital-TV), DVB-C (digital kabel-TV), DVB-S (satellit-TV), DVB-T2 (marksänd digital-TV, 2:a gen.), DVB-S2 (satellit-TV, 2:a gen.)",0 st,Ja,Ja,2 st,,2.0a,,,1 st,1 st,Ja,Nej,2 st,0 st,2 st,Nej,,"24p, 30p, 60p, 50p",16:9,138 cm,,Ja,Samsung Picture Quality Index (PQI) 1400,LED,"480p, 576p, 720p, 1080p (Full HD), 1080i, 480i, 576i, 2160p (4K Ultra HD)",60 Hz,"JPEG/JPG, PNG, BMP, GIF",MP3,Dolby Digital Plus,"MPEG1, MPEG2, MPEG4, 3GP/3GPP, AVC/H.264, AVI, HEVC/H.265","Svart, Trä",Platt,58.7 mm,714.2 mm,,1238.6 mm,242.1 mm,758.2 mm,17.5 kg,17.3 kg,"Bluetooth, Röststyrning, Time-shift, Rörelsestyrning, Mobilapp för styrning av funktioner, Stöd för HbbTV","YouTube, Netflix, Amazon Prime Video",Tizen OS,Nej,Ja,"802.11a, 802.11b, 802.11g, 802.11n (Wi-Fi 4)",Nej,Ja,Ja,,Ja,"HDR10, HLG, HDR10+","AirPlay, Google Cast/Chromecast, AirPlay 2",Ja,"200x200mm, 400x400mm",2-kanal (Stereo),,Nej,140 W,0.5 W,,,,,LED (lysdiod),Bakbelyst (Back),,VA,,
1653,NO,TV,"Panasonic TX-65FX623E 65"" 4K Ultra HD (3840x2160) LCD Smart TV",17990.00,NOK,1.0,Rank 1793,,(1),"Det billigaste priset för Panasonic TX-65FX623E 65"" 4K Ultra HD (3840x2160) LCD Smart TV just nu är 17 990 kr.   Prisjakt jämför priser och erbjudanden från nätbutiker och fysiska butiker. ",https://www.prisjakt.nu/produkt.php?p=4686734,23/08/2022 16:38:51,Panasonic,65 tum,4K Ultra HD (3840x2160),LCD,Ja,Ja,2018,276.77 kr/tum,"Panasonic TX-65FX623E 65"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,Ja,,Ja,Ja,"DVB-T (marksänd digital-TV), DVB-C (digital kabel-TV), DVB-S (satellit-TV), DVB-T2 (marksänd digital-TV, 2:a gen.), DVB-S2 (satellit-TV, 2:a gen.)",,Ja,Ja,3 st,,2.0,,Ja,1 st,1 st,Ja,Ja,1 st,1 st,2 st,,,"24p, 30p, 60p, 50p",16:9,164 cm,,Ja,Panasonic Intelligent Frame C. (IFC/BMR/BLS) 1500,LED,"480p, 576p, 720p, 1080p (Full HD), 1080i, 480i, 576i, 2160p (4K Ultra HD)",100 Hz,JPEG/JPG,"MP3, WMA, FLAC, WAV (PCM), AAC, Apple Lossless (ALAC)",,,Svart,Platt,78 mm,844 mm,,1460 mm,344 mm,,27.5 kg,26 kg,Stöd för HbbTV,Webbläsare,,Ja,Ja,,Nej,Ja,Ja,,Ja,"HDR10, HLG, HDR10+",,Ja,400x400mm,,,Nej,232 W,0.3 W,,,,,LED (lysdiod),,,IPS,,
1654,NO,TV,"Samsung UE50TU7105 50"" 4K Ultra HD (3840x2160) LCD Smart TV",6439.00,NOK,1.0,Rank 1794,,(1),"Det billigaste priset för Samsung UE50TU7105 50"" 4K Ultra HD (3840x2160) LCD Smart TV just nu är 6 439 kr.   Prisjakt jämför priser och erbjudanden från nätbutiker och fysiska butiker. ",https://www.prisjakt.nu/produkt.php?p=5434115,23/08/2022 16:38:53,Samsung,50 tum,4K Ultra HD (3840x2160),LCD,,Ja,2020,128.78 kr/tum,"Samsung UE50TU7105 50"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,Ja,,,,"DVB-C (digital kabel-TV), DVB-T2 (marksänd digital-TV, 2:a gen.)",,,,,,,,,,,,,,,,,,"24p, 30p, 60p, 50p",16:9,125 cm,,,,LED,"480p, 576p, 720p, 1080p (Full HD), 1080i, 480i, 576i, 2160p (4K Ultra HD)",,,,,,Grå,,,,,,,,,,,,,,Ja,,,,Ja,,Ja,,,,,,,Nej,126 W,,,,,,LED (lysdiod),,,,,
1655,NO,TV,"Samsung UE55RU7305 55"" 4K Ultra HD (3840x2160) LCD Smart TV",6299.00,NOK,1.0,Rank 1795,2.5,(2 omdömen),"Det billigaste priset för Samsung UE55RU7305 55"" 4K Ultra HD (3840x2160) LCD Smart TV just nu är 6 299 kr.   Prisjakt jämför priser och erbjudanden från nätbutiker och fysiska butiker. ",https://www.prisjakt.nu/produkt.php?p=5052034,23/08/2022 16:38:57,Samsung,55 tum,4K Ultra HD (3840x2160),LCD,Ja,Ja,2019,114.53 kr/tum,"Samsung UE55RU7305 55"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,Ja,Nej,Ja,Ja,"DVB-T (marksänd digital-TV), DVB-C (digital kabel-TV), DVB-T2 (marksänd digital-TV, 2:a gen.)",0 st,Nej,Ja,3 st,2.2,2.0,,Nej,1 st,1 st,Ja,Ja,2 st,0 st,2 st,Nej,,"24p, 30p, 60p, 50p",16:9,138 cm,200 cd/m²,Ja,Samsung Picture Quality Index (PQI) 1500,LED,"480p, 576p, 720p, 1080p (Full HD), 1080i, 480i, 576i, 2160p (4K Ultra HD)",60 Hz,"JPEG/JPG, PNG, BMP, GIF","MP3, WMA, Ogg Vorbis, FLAC, WAV (PCM), AAC, AIFF, Apple Lossless (ALAC)",Dolby Digital Plus,"MPEG2, MPEG4, WMV, 3GP/3GPP, AVC/H.264, AVI, Matroska (MKV), TS, FLV, HEVC/H.265, VP9",Svart,Böjd,104 mm,714.9 mm,,1236 mm,261.3 mm,793.7 mm,18.1 kg,17.8 kg,"Bluetooth, Stöd för HbbTV","YouTube, Webbläsare, Netflix, Amazon Prime Video",Tizen OS,Ja,Ja,"802.11b, 802.11g, 802.11n (Wi-Fi 4)",Nej,Ja,Ja,,Ja,"HDR10, HLG, HDR10+",,Ja,200x200mm,2-kanal (Stereo),,Nej,41.7 - 140 W,0.5 W,,,,,LED (lysdiod),Kantbelyst (Edge),,VA,,
1656,NO,TV,"LG 75UV341C 75"" 4K Ultra HD (3840x2160) LCD Smart TV",49129.00,NOK,1.0,Rank 1796,,(1),"Det billigaste priset för LG 75UV341C 75"" 4K Ultra HD (3840x2160) LCD Smart TV just nu är 49 129 kr.   Prisjakt jämför priser och erbjudanden från nätbutiker och fysiska butiker. ",https://www.prisjakt.nu/produkt.php?p=4333377,23/08/2022 16:38:59,LG,75 tum,4K Ultra HD (3840x2160),LCD,Nej,Ja,2017,655.05 kr/tum,"LG 75UV341C 75"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,Ja,,Ja,Ja,"DVB-T (marksänd digital-TV), DVB-C (digital kabel-TV), DVB-S (satellit-TV), DVB-T2 (marksänd digital-TV, 2:a gen.), DVB-S2 (satellit-TV, 2:a gen.)",,Ja,Ja,3 st,,,,Ja,1 st,,Ja,Ja,1 st,1 st,2 st,Ja,,24p,16:9,189 cm,430 cd/m²,,,,"480p, 576p, 720p, 1080p (Full HD), 1080i, 480i, 576i, 2160p (4K Ultra HD)",,,,,,"Svart, Silver",Platt,65 mm,981 mm,,1697 mm,367.5 mm,1083 mm,44.3 kg,,Bluetooth,"YouTube, Webbläsare",WebOS,Ja,Ja,"802.11a, 802.11b, 802.11g, 802.11n (Wi-Fi 4), 802.11ac (Wi-Fi 5)",Nej,Ja,Ja,,Ja,,Miracast,Ja,600x400mm,2-kanal (Stereo),,Nej,215.8 W,0.3 W,,,,,LED (lysdiod),Kantbelyst (Edge),,IPS,,
